관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
한옥마을 관광안내소,공영주차장 옆,전라북도,전주시,,"수유실, 유실물보관, 유모차/휠체어 대어",연중무휴,9:00,18:00,9:00,18:00,4,Y,Y,N,,063-282-1330,전라북도 전주시 완산구 기린대로 99,전라북도 전주시 완산구 남노송동 100-1,전라북도 전주시청,http://tour.jeonju.go.kr/,35.81859,127.153967,2019-05-31,4640000,전라북도 전주시
고속터미널 관광안내소,고속터미널 옆,전라북도,전주시,,유실물보관,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,N,,063-255-6949,전라북도 전주시 덕진구 전주천동로 470 터미널 문화광장,전라북도 전주시 덕진구 금암동 768-7,전라북도 전주시청,http://tour.jeonju.go.kr/,35.835197,127.128137,2019-05-31,4640000,전라북도 전주시
전주역 관광안내소,전주역 옆,전라북도,전주시,,유실물보관,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,,063-241-6949,전라북도 전주시 덕진구 동부대로 680,전라북도 전주시 덕진구 우아동3가 235,전라북도 전주시청,http://tour.jeonju.go.kr/,35.850422,127.161901,2019-05-31,4640000,전라북도 전주시
북촌마을안내소,정독도서관 서울교육박물관 앞,서울특별시,종로구,방문객에게 마을 정보를 제공하고 공익목적의 전시 개최,"서가 운영, 와이파이 및 인터넷 검색 가능","설, 추석 당일",9:00,18:00,9:00,18:00,3,Y,Y,Y,,02-2148-4161,서울특별시 종로구 북촌로 5길 48,서울특별시 종로구 화동 2,서울특별시 종로구청,,37.5807856,126.9831611,2019-01-11,3000000,서울특별시 종로구
남인사관광안내소,남인사마당,서울특별시,종로구,"인사동의 남인사마당에 위치. 영어, 일어, 중국어지도 배포",관광정보 제공+통역+Wifi지원,연중무휴,10:00,19:00,10:00,18:00,2,Y,Y,N,,02-737-7885,서울특별시 종로구 인사동 길 6,서울특별시 종로구 인사동 43-2,서울특별시 종로구청,hiinsa.com,37.5714306,126.9873002,2019-01-11,3000000,서울특별시 종로구
인사동홍보관,서인사마당공영주차장,서울특별시,종로구,관광안내소,관광정보 제공+통역+Wifi지원,연중무휴,9:30,18:30,9:30,18:30,5,Y,Y,N,,02-737-7890,서울특별시 종로구 인사동11길 19,서울특별시 종로구 견지동 85-18,서울특별시 종로구청,hiinsa.com,37.5736368,126.9835776,2019-01-11,3000000,서울특별시 종로구
북인사관광안내소,북인사마당,서울특별시,종로구,인사동의 북인사마당에 위치.,관광정보 제공+통역+Wifi지원,연중무휴,9:30,19:00,9:30,18:00,2,Y,Y,Y,,02-734-0222,서울특별시 종로구 인사동 길 62,서울특별시 종로구 관훈동 130-3,서울특별시 종로구청,insainfo.or.kr,37.5753661,126.9834891,2019-01-11,3000000,서울특별시 종로구
동대구역안내소,동대구역 광장,대구광역시,동구,동대구역관련 및 시티투어 근교투어 탑승장소 정보제공,,연중무휴,9:00,19:00,9:00,19:00,5,Y,Y,Y,,053-939-0080,대구광역시 동구 동대구로 550(신암동),대구광역시 동구 신암동 294,대구광역시 관광협회 053-746-6407,"http://www.daegutravel.or.kr, http://tour.daegu.go.kr",35.879076,128.628719,2019-06-13,3420000,대구광역시 동구
대구공항안내소,대구국제공항 1층,대구광역시,동구,공항관련 및 팔공산일대 정보제공,,연중무휴,9:00,19:00,9:00,19:00,4,Y,Y,Y,,053-984-1994,대구광역시 동구 공항로 221(지저동),대구광역시 동구 지저동 400-5,대구광역시 관광협회 053-746-6407,"http://www.daegutravel.or.kr, http://tour.daegu.go.kr",35.900216,128.637074,2019-06-13,3420000,대구광역시 동구
김포공항관광정보센터,김포공항,서울특별시,강서구,"김포공항 국제선 입국장 위치, 관광정보 제공 및 교통,숙박,공연 등 예약지원",,연중무휴,10:00,22:00,10:00,22:00,4,,Y,Y,"중국어, 일본어(영어 전담인력은 없으나 영어 가능)",02-2660-2486,서울특별시 강서구 하늘길38 김포국제공항 국제선청사 1층,서울특별시 강서구 방화동 886 김포국제공항 국제선청사 1층,서울특별시,없음,37.5667733,126.8025118,2019-08-29,6110000,서울특별시
명동관광정보센터,명동,서울특별시,중구,"을지로(명동) KEB하나은행 별관에 위치, 관광정보 안내 및 여행상담, 예약지원 등, 관광객 편의시설 및 체험프로그램 제공","짐보관(코인라커), M패스발급, DSP발급,관광기념품 판매","설날당일, 추석당일",9:00,20:00,9:00,20:00,8,Y,Y,Y,"영어, 중국어, 일본어",02-778-0333,서울특별시 중구 을지로66 하나금융그룹 명동사옥 별관 1층,서울특별시 중구 을지로2가 181 하나금융그룹 명동사옥 별관1층,서울특별시,없음,37.56515473,126.9850094,2019-08-29,6110000,서울특별시
서울역 관광정보센터,서울역,서울특별시,용산구,"서울역 지상2층 맞이방(대합실) 내 위치, 코레일, 시티투어버스 등 공동운영",,연중무휴,9:00,18:00,9:00,18:00,2,,Y,Y,"중국어, 일본어(영어 전담인력은 없으나 영어 가능)",070-4224-4596,서울특별시 용산구 한강대로 405 서울역 지상 2층 맞이방,서울특별시 용산구 동자동 43-205 서울역 지상 2층 맞이방,서울특별시,없음,37.55483769,126.9717341,2019-08-29,6110000,서울특별시
용산역 관광정보센터,용산역,서울특별시,용산구,"용산역 지상3층 맞이방(대합실) 내 위치, 코레일, 시티투어버스 등 공동운영",,연중무휴,9:00,18:00,9:00,18:00,2,,Y,Y,"중국어, 일본어(영어 전담인력은 없으나 영어 가능)",070-4224-4597,서울특별시 용산구 한강대로23길 55 용산민자역사 지상 3층 맞이방,서울특별시 용산구 한강로3가 40-999 용산민자역사 지상 3층 맞이방,서울특별시,없음,37.5297736,126.9647427,2019-08-29,6110000,서울특별시
인천공항 제1여객터미널 관광정보센터,인천공항 제1여객터미널,인천광역시,중구,"인천공항 제1여객터미널 1층 입국장 내 2개소(동편,서편), 한국관광공사,인천광역시 공동운영",,연중무휴,7:00,22:00,7:00,22:00,6,Y,Y,Y,"영어, 중국어, 일본어",032-743-3270,인천광역시 중구 공항로 271 인천국제공항 제1여객터미널 1층 동편/서편,인천광역시 중구 운서동 2851 인천국제공항 제1여객터미널 1층 동편/서편,서울특별시,없음,37.4475485,126.4580914,2019-08-29,6110000,서울특별시
인천공항 제2여객터미널 관광정보센터,인천공항 제2여객터미널,인천광역시,중구,"인천공항 제2여객터미널 1층 입국장, 한국관광공사,인천광역시 공동운영",,연중무휴,7:00,22:00,7:00,22:00,3,Y,Y,Y,"영어, 중국어, 일본어",032-743-3269,인천광역시 중구 공항로 272 인천국제공항 제2여객터미널 1층,인천광역시 중구 운서동 2840 인천국제공항 제2여객터미널 1층,서울특별시,없음,37.4848155,126.4396163,2019-08-29,6110000,서울특별시
DDP관광안내소,서울디자인플라자(DDP),서울특별시,중구,DDP을 찾는 관광객들에게 서울특별시 관광정보 제공,편의시설(유아실),연중무휴,10:00,19:00,10:00,19:00,2,,Y,Y,"중국어,일본어",02-2153-0307,서울특별시 중구 을지로 281 DDP 지하2층 종합안내소,서울특별시 중구 을지로7가 2-1 DDP 지하2층 종합안내소,서울특별시,없음,37.56681313,127.0096257,2019-08-29,6110000,서울특별시
광화문관광안내소,광화문역 동화면세점 앞,서울특별시,종로구,광화문을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",9:00,20:00,9:00,20:00,5,Y,Y,Y,"영어, 중국어, 일본어",02-735-8688,서울특별시 종로구 세종대로 149 광화문빌딩 동화면세점 앞,서울특별시 종로구 신문로1가 211 광화문빌딩 동화면세점 앞,서울특별시,없음,37.5695312,126.976126,2019-08-29,6110000,서울특별시
남대문관광안내소,남대문 시장,서울특별시,중구,남대문을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,19:00,10:00,19:00,4,Y,Y,Y,"영어, 중국어, 일본어",02-752-1913,서울특별시 중구 남대문시장4길 32 코코상가 앞,서울특별시 중구 남창동 52-1 코코상가 앞,서울특별시,없음,37.5587121,126.9770176,2019-08-29,6110000,서울특별시
동대문안내소,동대문 시장,서울특별시,중구,동대문을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,1:00,10:00,1:00,8,Y,Y,Y,"영어, 중국어, 일본어",02-2236-9135,서울특별시 중구 장충단로 247 굿모닝시티 앞,서울특별시 중구 을지로6가 18-21 굿모닝시티 앞,서울특별시,없음,37.5668355,127.0073743,2019-08-29,6110000,서울특별시
삼일교관광안내소,삼일교,서울특별시,종로구,삼일교를 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",9:00,20:00,9:00,20:00,4,Y,Y,Y,"영어, 중국어, 일본어",02-720-0872,서울특별시 종로구 청계천로 85 삼일빌딩 앞 보도,서울특별시 종로구 관철동 10-2번지 삼일빌딩 앞 보도,서울특별시,없음,37.5686145,126.9871527,2019-08-29,6110000,서울특별시
삼청로 관광안내소,삼청로,서울특별시,종로구,삼청로를 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,19:00,10:00,19:00,4,Y,Y,Y,"영어, 중국어, 일본어",02-723-9472,서울특별시 종로구 삼청로 68 안송빌딩 1층,서울특별시 종로구 화동 61 안송빌딩 1층,서울특별시,없음,37.5815256,126.9813135,2019-08-29,6110000,서울특별시
시민청안내소,서울특별시청 시민청,서울특별시,중구,시민청을 찾는 관광객들에게 서울특별시 관광정보 제공,,"1월 1일, 추석, 설날 당일",10:00,19:00,10:00,19:00,3,Y,Y,,"영어,일본어",02-739-7755,서울특별시 중구 세종대로 110 서울특별시청B1,서울특별시 중구 태평로1가 31 서울특별시청B1,서울특별시,없음,37.5663797,126.9777154,2019-08-29,6110000,서울특별시
신촌역사관광안내소,(구)신촌역사,서울특별시,서대문구,신촌역사를 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,19:00,10:00,19:00,2,,Y,Y,"중국어,일본어",02-363-7833,서울특별시 서대문구 신촌역로 30 신촌역사 내,서울특별시 서대문구 신촌동 74-12 신촌역사 내,서울특별시,없음,37.5598311,126.9422422,2019-08-29,6110000,서울특별시
이태원역관광안내소(지상),이태원 해밀턴호텔 앞,서울특별시,용산구,이태원을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",9:00,20:00,9:00,20:00,3,Y,Y,Y,"영어, 중국어, 일본어",02-749-9221,서울특별시 용산구 이태원로 177 해밀턴호텔 앞,서울특별시 용산구 이태원동 119-23 해밀턴호텔 앞,서울특별시,없음,37.534533,126.994579,2019-08-29,6110000,서울특별시
이태원역사 종합관광안내소,이태원역사,서울특별시,용산구,이태원을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",9:00,20:00,9:00,20:00,4,Y,Y,Y,"영어, 중국어, 일본어",02-3785-0942,서울특별시 용산구 이태원로 지하 177 이태원역사 내,서울특별시 용산구 이태원동 127번지 6호선 이태원역사 내,서울특별시,없음,37.534533,126.994579,2019-08-29,6110000,서울특별시
잠실관광안내소,잠실역,서울특별시,송파구,잠실을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,19:00,10:00,19:00,4,Y,Y,Y,"영어, 중국어, 일본어",02-3431-9472,서울특별시 송파구 올림픽로 265 지하1층 잠실광장 10호,서울특별시 송파구 잠실동 8 지하1층 잠실광장 10호,서울특별시,없음,37.5162654,127.0886552,2019-08-29,6110000,서울특별시
홍대입구 관광안내소,홍대입구 걷고싶은거리,서울특별시,마포구,홍대를 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,22:00,10:00,22:00,5,Y,Y,Y,"영어, 중국어, 일본어",02-323-2240,서울특별시 마포구 홍익로 20 뉴발란스 앞,서울특별시 마포구 서교동 345-30 뉴발란스 앞,서울특별시,없음,37.5543308,126.9227687,2019-08-29,6110000,서울특별시
김포공항 관광안내소,김포공항 국내선 청사 내,서울특별시,강서구,,,연중 무휴,9:00,21:00,9:00,21:00,3,,,,,02-3707-9465,서울특별시 강서구 하늘길 112,,서울특별시시 관광과,,37.55878586,126.8033549,2019-06-27,3150000,서울특별시 강서구
강서구청 관광정보센터,강서구청내,서울특별시,강서구,,,토일요일,9:00,18:00,9:00,18:00,1,,,,,02-2600-6111,서울특별시 강서구 화곡로 302,,서울특별시 강서구청,,37.5508377,126.8498115,2019-06-27,3150000,서울특별시 강서구
김포공항 관광안내소,김포공항 국내선 청사 내,서울특별시,강서구,,,연중 무휴,9:00,21:00,9:00,21:00,3,,,,,02-3707-9465,서울특별시 강서구 하늘길 112,,서울특별시시 관광과,,37.55878586,126.8033549,2019-06-27,3150000,서울특별시 강서구
강서구청 관광정보센터,강서구청내,서울특별시,강서구,,,토일요일,9:00,18:00,9:00,18:00,1,,,,,02-2600-6111,서울특별시 강서구 화곡로 302,,서울특별시 강서구청,,37.5508377,126.8498115,2019-06-27,3150000,서울특별시 강서구
김포공항 관광안내소,김포공항 국내선 청사 내,서울특별시,강서구,,,연중 무휴,9:00,21:00,9:00,21:00,3,,,,,02-3707-9465,서울특별시 강서구 하늘길 112,,서울특별시시 관광과,,37.55878586,126.8033549,2019-06-27,3150000,서울특별시 강서구
강서구청 관광정보센터,강서구청내,서울특별시,강서구,,,토일요일,9:00,18:00,9:00,18:00,1,,,,,02-2600-6111,서울특별시 강서구 화곡로 302,,서울특별시 강서구청,,37.5508377,126.8498115,2019-06-27,3150000,서울특별시 강서구
봉하마을안내소,진영읍 봉하마을 내,경상남도,김해시,관광정보제공,,"신정,설,추석당일",10:00,17:00,10:00,17:00,2,,,,,055-346-0660,경상남도 김해시 진영읍 봉하로 114,경상남도 김해시 진영읍 본산리 41-4,경상남도 김해시청,tour.gimhae.go.kr,35.313403,128.769828,2019-06-24,5350000,경상남도 김해시
김해가야테마파크안내소,가야테마파크 입구,경상남도,김해시,관광정보제공,,"신정,설,추석당일",10:00,17:00,10:00,17:00,2,,,,,055-340-7948,경상남도 김해시 가야테마길 161,경상남도 김해시 어방동 986,경상남도 김해시청,tour.gimhae.go.kr,35.25163556,128.8937475,2019-06-24,5350000,경상남도 김해시
김해종합관광안내소,김해교육청 옆,경상남도,김해시,관광정보제공,,"신정,설,추석당일",9:00,18:00,9:00,18:00,2,Y,,Y,,055-338-1330,경상남도 김해시 구지로 95,경상남도 김해시 대성동 463-1,경상남도 김해시청,tour.gimhae.go.kr,35.239221,128.873974,2019-06-24,5350000,경상남도 김해시
봉평관광안내소,효석문화마을 내,강원도,평창군,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+물품보관함+팩스+복사+프린터+홍보물게시,설날+추석+근로자의날,9:00,18:00,9:00,18:00,2,N,N,N,없음,033-330-2771,강원도 평창군 봉평면 이효석길 157,강원도 평창군 봉평면 원길리 764-1,(사)이효석문학선양회,http://www.happy700.or.kr,37.6140469,128.3715931,2019-05-31,4280000,강원도 평창군
월정사관광안내소,월정사 주차장 내,강원도,평창군,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.","휠체어보관함,+홍보물 게시",설날+추석+근로자의날,9:00,18:00,9:00,18:00,1,N,N,N,없음,033-330-2772,강원도 평창군 진부면 오대산로 374-8,강원도 평창군 진부면 동산리 63,평창군,http://www.happy700.or.kr,37.7319686,128.5928851,2019-05-31,4280000,강원도 평창군
