"업종명","업소명","소재지(도로명)","소재지(지번)","영업장면적","소재지전화","업태명","데이터기준일자"
"일반음식점","해변풍경횟집","제주특별자치도 제주시 서해안로 472 (용담삼동)","제주특별자치도 제주시 용담삼동 2376번지  ","46","064-711-1395","회집","2018-05-02"
"일반음식점","새다모아","제주특별자치도 제주시 중앙로22길 9 (삼도이동)","제주특별자치도 제주시 삼도이동 247번지 29호  ","30.15","064-722-5657","통닭(치킨)","2018-05-02"
"일반음식점","칠삭","제주특별자치도 제주시 천수로8길 9 (일도이동)","제주특별자치도 제주시 일도이동 48번지 3호  ","206.51","064-726-7474","식육(숯불구이)","2018-05-02"
"일반음식점","돈통마늘보쌈연동점","제주특별자치도 제주시 삼무로 64 (연동)","제주특별자치도 제주시 연동 292번지 1호  ","16.9","064-744-9563","한식","2018-05-02"
"일반음식점","해양호","제주특별자치도 제주시 일주서로 7620 (이호이동.(연도로351))","제주특별자치도 제주시 이호이동 781번지 2호 (연도로351)","66.59","064-743-2706","회집","2018-05-02"
"일반음식점","해남",,"제주특별자치도 제주시 일도일동 1103번지 101호 .102","6.1","064-752-1638","한식","2018-05-02"
"일반음식점","보금","제주특별자치도 제주시 삼성로1길 35 (이도일동.(성남2로34))","제주특별자치도 제주시 이도일동 1701번지 1호 (성남2로34)","24","064-723-0352","한식","2018-05-02"
"일반음식점","아이스빈일도점","제주특별자치도 제주시 고마로 142 (이도이동)","제주특별자치도 제주시 이도이동 409번지  ","178.1","064-722-3135","기타","2018-05-02"
"일반음식점","블루아가베","제주특별자치도 제주시 관덕로8길 9 (이도일동.(남문로13))","제주특별자치도 제주시 이도일동 1379번지 3호 (남문로13)","98.4","064-722-4800","한식","2018-05-02"
"일반음식점","라니마라탕","제주특별자치도 제주시 연동1길 14 (연동)","제주특별자치도 제주시 연동 251번지 81호  ","24.12",,"한식","2018-05-02"
"일반음식점","이야기가있는풍경","제주특별자치도 제주시 고마로15길 4-2 (일도이동)","제주특별자치도 제주시 일도이동 377번지 5호  ","104.64","064-721-2207","호프/통닭","2018-05-02"
"일반음식점","신성할망","제주특별자치도 제주시 신대로7길 23 (연동)","제주특별자치도 제주시 연동 310번지 34호  ","63.9","064-749-5054","한식","2018-05-02"
"일반음식점","사라봉","제주특별자치도 제주시 고으니길 10 (건입동)","제주특별자치도 제주시 건입동 682번지 4호  ","102","064-722-8514","한식","2018-05-02"
"일반음식점","출세하는날","제주특별자치도 제주시 용화로10길 1 (용담이동)","제주특별자치도 제주시 용담이동 628번지 20호  ","44","064-712-7545","호프/통닭","2018-05-02"
"일반음식점","경일낙지","제주특별자치도 제주시 다랑곶길 30. 1층 (노형동)","제주특별자치도 제주시 노형동 1291번지 3호  ","31.62","064-742-2427","한식","2018-05-02"
"일반음식점","집나간왕새우바람난조개연동점","제주특별자치도 제주시 연동8길 9 (연동)","제주특별자치도 제주시 연동 274번지 53호  ","127.33","064-744-2888","한식","2018-05-02"
"일반음식점","다원","제주특별자치도 제주시 연신로 123 (이도이동)","제주특별자치도 제주시 이도이동 116번지 18호 외2필지(1층)","124.53","064-756-1123","한식","2018-05-02"
"일반음식점","감초","제주특별자치도 제주시 동광로1길 32 (이도일동)","제주특별자치도 제주시 이도일동 1289번지 5호  ","44.8","064-753-7462","한식","2018-05-02"
"일반음식점","고향마루","제주특별자치도 제주시 서사로18길 19 (삼도일동)","제주특별자치도 제주시 삼도일동 514번지 17호  ","99.3","064-722-0840","한식","2018-05-02"
"일반음식점","원우정","제주특별자치도 제주시 다랑곶1길 6 (노형동.(다랑굿1로12))","제주특별자치도 제주시 노형동 1279번지 2호 (다랑굿1로12)","114.4","064-744-6711","한식","2018-05-02"
"일반음식점","대흥","제주특별자치도 제주시 동문로4길 14 (일도일동)","제주특별자치도 제주시 일도일동 1144번지 1호  ","15","064-722-8733","한식","2018-05-02"
"일반음식점","화북공단","제주특별자치도 제주시 선반로 67. 1층 (화북일동)","제주특별자치도 제주시 화북일동 2229번지  ","99.83","064-756-6301","한식","2018-05-02"
"일반음식점","꼬치파티",,"제주특별자치도 제주시 이도일동 1708번지 3호 (중앙로165)","36.1","064-702-6339","호프/통닭","2018-05-02"
"일반음식점","우도봉맛집얼음공주","제주특별자치도 제주시 우도면 영일길 156-32. A동 1층","제주특별자치도 제주시 우도면 연평리 235번지  ","114","064-751-4488","회집","2018-05-02"
"일반음식점","탑부평","제주특별자치도 제주시 관덕로15길 26 (건입동)","제주특별자치도 제주시 건입동 1381번지 1호  ","164.76","064-753-7869","식육(숯불구이)","2018-05-02"
"일반음식점","？？","제주특별자치도 제주시 신대로14길 5 (연동)","제주특별자치도 제주시 연동 303번지 2호  ","44.4",,"까페","2018-05-02"
"일반음식점","777도새기","제주특별자치도 제주시 신대로16길 30 (연동)","제주특별자치도 제주시 연동 293번지 77호  ","133.4","064-725-7720","한식","2018-05-02"
"일반음식점","블루레인","제주특별자치도 제주시 원노형3길 6. 지하1층 (노형동)","제주특별자치도 제주시 노형동 915번지 6호  ","166.98","064-745-0069","까페","2018-05-02"
"일반음식점","천지","제주특별자치도 제주시 오광로 73 (이호이동)","제주특별자치도 제주시 이호이동 1072번지 3호  ","280.51",,"중국식","2018-05-02"
"일반음식점","가야성","제주특별자치도 제주시 남녕로 51 (노형동.(남녕로73))","제주특별자치도 제주시 노형동 1046번지 15호 (남녕로73)","36.83","064-743-7444","중국식","2018-05-02"
"일반음식점","일곱물","제주특별자치도 제주시 고전길 32 (이도일동.(1층))","제주특별자치도 제주시 이도일동 1527번지 43호 (1층)","54.87","064-725-5267","한식","2018-05-02"
"일반음식점","오이모네","제주특별자치도 제주시 구좌읍 세화3길 30","제주특별자치도 제주시 구좌읍 세화리 1500번지 18호  ","47.17","064-783-1320","한식","2018-05-02"
"일반음식점","이서방치킨광령분점",,"제주특별자치도 제주시 애월읍 광령1리 1286번지 2호  ","22.44","064-747-6203","호프/통닭","2018-05-02"
"일반음식점","화선식당","제주특별자치도 제주시 한림읍 강구로 1","제주특별자치도 제주시 한림읍 한림리 970번지 6호  ","95.12","064-796-0538","한식","2018-05-02"
"일반음식점","저지신토불이식당","제주특별자치도 제주시 한경면 중산간서로 3793","제주특별자치도 제주시 한경면 저지리 498번지  ","124.76","064-772-4458","한식","2018-05-02"
"일반음식점","뺄래기똥","제주특별자치도 제주시 한림읍 한림로 694 ((1층))","제주특별자치도 제주시 한림읍 한림리 1305번지 15호 (1층)","50.82",,"호프/통닭","2018-05-02"
"일반음식점","몽실이네","제주특별자치도 제주시 한림읍 한림로 669-1","제주특별자치도 제주시 한림읍 한림리 1316번지  ","81.09",,"한식","2018-05-02"
"일반음식점","새재암식당","제주특별자치도 제주시 한림읍 한림로 346","제주특별자치도 제주시 한림읍 협재리 1748번지 3호  ","66.75","064-796-2858","한식","2018-05-02"
"일반음식점","방파제음식편의점","제주특별자치도 제주시 조천읍 조천북1길 35-6","제주특별자치도 제주시 조천읍 조천리 2725번지 5호  ","72.75","064-783-7581","한식","2018-05-02"
"일반음식점","학림","제주특별자치도 제주시 서광로26길 9 (삼도일동)","제주특별자치도 제주시 삼도일동 584번지 16호  ","114.46","064-783-3384","한식","2018-05-02"
"일반음식점","대복해장국","제주특별자치도 제주시 구좌읍 김녕로 132. 1층","제주특별자치도 제주시 구좌읍 김녕리 1672번지  ","123.75","064-784-0693","한식","2018-05-02"
"일반음식점","돈지정가든","제주특별자치도 제주시 한림읍 금악로 1-1","제주특별자치도 제주시 한림읍 금악리 2111번지  ","72.98","064-796-7485","한식","2018-05-02"
"일반음식점","오늘은대패먹는날","제주특별자치도 제주시 구좌읍 세평항로 22","제주특별자치도 제주시 구좌읍 세화리 3645번지 7호  ","62.25","064-782-8289","기타","2018-05-02"
"일반음식점","귀빈식당","제주특별자치도 제주시 추자면 추자로 14-3","제주특별자치도 제주시 추자면 대서리 6번지  ","57.12",,"한식","2018-05-02"
"일반음식점","페리카나한림분점","제주특별자치도 제주시 한림읍 한림중앙로 3-1","제주특별자치도 제주시 한림읍 한림리 1081번지 4호  ","20.11","064-796-7603","호프/통닭","2018-05-02"
"일반음식점","영심","제주특별자치도 제주시 애월읍 애월로7길 10","제주특별자치도 제주시 애월읍 애월리 1683번지 1호  ","28.73","064-799-7974","한식","2018-05-02"
"일반음식점","일반제식당",,"제주특별자치도 제주시 한림읍 금악리 산 41번지  ","80.8","064-792-6688","한식","2018-05-02"
"일반음식점","그늘집(삼)",,"제주특별자치도 제주시 한림읍 금악리 산 41번지  ","31.84","064-792-6688","한식","2018-05-02"
"일반음식점","털보","제주특별자치도 제주시 조천읍 신북로 554","제주특별자치도 제주시 조천읍 함덕리 1002번지 84호  ","61.52","064-783-8828","한식","2018-05-02"
"일반음식점","영월갈비","제주특별자치도 제주시 구좌읍 김녕로 95","제주특별자치도 제주시 구좌읍 김녕리 35번지 3호  ","104.49","064-783-5067","한식","2018-05-02"
"일반음식점","경진식당","제주특별자치도 제주시 조천읍 함덕12길 3","제주특별자치도 제주시 조천읍 함덕리 1261번지 3호  ","54.4","064-783-6815","한식","2018-05-02"
"일반음식점","동복리해녀잠수촌","제주특별자치도 제주시 구좌읍 구좌해안로 32","제주특별자치도 제주시 구좌읍 동복리 687번지 8호  ","77.49","064-782-7469","회집","2018-05-02"
"일반음식점","와인치킨베리웰","제주특별자치도 제주시 남녕로 51 (노형동)","제주특별자치도 제주시 노형동 1046번지 15호  ","51.78","064-747-0030","호프/통닭","2018-05-02"
"일반음식점","서울포차","제주특별자치도 제주시 신대로18길 48 (연동)","제주특별자치도 제주시 연동 274번지 24호  ","97.45","064-712-0808","호프/통닭","2018-05-02"
"일반음식점","선대회초밥","제주특별자치도 제주시 연동8길 9. 1층 (연동)","제주특별자치도 제주시 연동 274번지 53호  ","36.45",,"한식","2018-05-02"
"일반음식점","사와라","제주특별자치도 제주시 천수로8길 3. 1층 (일도이동)","제주특별자치도 제주시 일도이동 49번지 1호  ","77.95","064-756-8707","한식","2018-05-02"
"일반음식점","란미제니리카페","제주특별자치도 제주시 광양13길 3. 2층 (이도이동)","제주특별자치도 제주시 이도이동 1179번지 18호  ","51.08","064-752-4322","경양식","2018-05-02"
"일반음식점","하르방짬뽕","제주특별자치도 제주시 관덕로 32 (삼도이동)","제주특별자치도 제주시 삼도이동 73번지 1호  ","81.9","064-723-9959","한식","2018-05-02"
"일반음식점","산고을","제주특별자치도 제주시 신광로4길 25-1 (연동.(제원2로43))","제주특별자치도 제주시 연동 251번지 83호 (제원2로43)","30.75","064-744-2757","한식","2018-05-02"
"일반음식점","연동송림","제주특별자치도 제주시 신대로14길 34 (연동.(연중4로50))","제주특별자치도 제주시 연동 282번지 36호 (연중4로50)","33.2","064-747-5548","한식","2018-05-02"
"일반음식점","신제주치킨하우스","제주특별자치도 제주시 신대로6길 11 (연동.(성두1로15))","제주특별자치도 제주시 연동 290번지 49호 (성두1로15)","18.53","064-747-4411","한식","2018-05-02"
